url,naming,img,specs,price,class
https://market.yandex.ru/product--classic-solution-universalnaia-mobilnaia-stoika-dlia-zhk-panelei-cm1200-na-kolesakh/1450856056?nid=26960430&show-uid=16535755427855196172416018&context=search&sku=101465133006&cpc=IiVtUHtrUW1R8ZtB89ddDoBipOQzGKj4n6w_7Azvi3cxli4sdr4KilKxnSrIGto_GAU26iOEN0Pz2erLXky9o8TjYneztfXng6GgIEx8gAIVRheGoSkbJOEVFMFIwDIbP6DJ9XR2DMPxIDjEMiQRj5DI6dl3l9F4tvT8yEjWGD8acRayH-k9yA%2C%2C&do-waremd5=HwXLqbpmcsFu5WSTEXWTdg,Classic Solution Универсальная мобильная стойка для ЖК панелей CM1200 на колесах,[],[],48 263,Интерактивные доски и аксессуары
https://market.yandex.ru/product--classic-solution-dual-touch-v83-s-benq-mx808st/1450860881?nid=26960430&show-uid=16535755427855196172416019&context=search&sku=101465137000&cpc=IiVtUHtrUW083kwFIR4os9jQwGaNZ-bU1JdCrGIKRr2R7X-mjtp1mhqpQ_LIQAdrT-Zb6SIE8ECJOdHT9RS77YGlIftZWb18Zz5NbUCGergrtuct6qUHzStObVUIvhNVZ5LdPvTm5Lg-AM0tpkZgL_1hdmCLZwtMMb3gBynRg4VG1tjs0L3PNw%2C%2C&do-waremd5=4VtGsRMLb2xSNtOPlpo9tw,Classic Solution Dual Touch V83 с Benq MX808ST,[],[],144 045,Интерактивные доски и аксессуары
https://market.yandex.ru/product--classic-solution-interaktivnaia-doska-cs-ir-89t-s-proektorom-pg703w/1450862612?nid=26960430&show-uid=16535755427855196172416020&context=search&sku=101465138057&cpc=IiVtUHtrUW3-Wri_Ghh8G_BIt5PFzi6GNGa49Plr1lhXF_xgc1DNCLlDD_TrBp6a5ZeouVAK4JAw-kjKWHiKfPCTaJzjJX7a0QHjOj2sWxxTR-fLO9__EI_iAMulJlKteAPCiQPuI5-I2-isSdnG8fLgCeRYRwcyOOvFWpKbEEkyn6a_AUiGkQ%2C%2C&do-waremd5=HJt6lIpXhkUkfRW3BtEx0Q,Classic Solution Интерактивная доска CS-IR-89T с проектором PG703W,[],[],159 786,Интерактивные доски и аксессуары
https://market.yandex.ru/product--smart-interaktivnaia-doska-smart-board-sbx885iv6-s-proektorom/1736843584?nid=26960430&show-uid=16535755427855196172416021&context=search&sku=101569684647&cpc=IiVtUHtrUW3xfGa2BHjSTLQPbuBsmhfTo3-FC6Y2A0DXbRhZfXUyVbQAwmkhCGpNRq31auTbsK-CN8Il-HgNqThu_vIb18xdkrfZ_S5DijHFEeQbgCNrGC1JaNjFe-arLGu3i49fb-pwnn5f5CF1wNrkEAKEbVHcLZfaU9RZDaPsoUprXe7BnQ%2C%2C&do-waremd5=b3ZiDw0DFHfmxNuQJD8xXg,SMART Интерактивная доска Smart Board SBX885iv6 с проектором,[],[],430 650,Интерактивные доски и аксессуары
https://market.yandex.ru/product--classic-solution-mobilnaia-stoika-s-cs-ir-85t-s-mx825sth/1448127613?nid=26960430&show-uid=16535755427855196172416022&context=search&sku=101460116957&cpc=IiVtUHtrUW1amlK9K5EbyjomjafAoZ9EtFcAvVDd_lRlmWsvVNOO0kYtzoxQehvbKgntPIGOvMD03FV0_PqjIWuyfjHXm0o4c4IlmCLBUeJZf19Z64DCPjhoex3C-oOgIAt0MHXBD4LOXxHsVDbvhwyM8R3QHyeqJjqECDvQcyvapZWmlR4LFw%2C%2C&do-waremd5=IJQRPWCXo1DwUE56vwphYg,Classic Solution Мобильная стойка с CS-IR-85T с MX825STH,[],[],185 625,Интерактивные доски и аксессуары
https://market.yandex.ru/product--classic-solution-cs-ir-87ts-s-ps600x/1450856030?nid=26960430&show-uid=16535755427855196172416023&context=search&sku=101465132980&cpc=IiVtUHtrUW1k2hDlnGX3nex3enF_hIn44fl23fQe47K33z8fYcPPCtw_8KNlrPzgUG1RepcchSnjxFJKQptwqFJOxALcMdjbFZamMOtZHEawb9o6qdd7EvX5_oi5SxJaUgrd3WwgPAL453LNp-oQ5Tf-laTZpRTIrcTBLi5oy0fUJewrKlAdfQ%2C%2C&do-waremd5=PSJ3zVHpXZTxzOs8e7h6YA,Classic Solution CS-IR-87Ts с PS600X,[],[],144 045,Интерактивные доски и аксессуары
https://market.yandex.ru/product--classic-solution-cs-ir-87ts-s-mw826st/1450858405?nid=26960430&show-uid=16535755427855196172416024&context=search&sku=101465140919&cpc=IiVtUHtrUW0fs19_8Hc1a2ssJPLYAONxrz_LPl7W6Fg10YrXCNwH35-JjVFPjCYtcqipjz6S_OCuk-qbkLhHpdaJiPqRJXLBBCsV1qR_2RSK9-GTjM5fksCabr0zbQ-ydh80vfpgWGgqXVsM94xCq3Mk1Y62ZpGiWbf3T3sooveqXdozvhir2w%2C%2C&do-waremd5=uYAVK0gpyPRb1MTiFPZ4gg,Classic Solution CS-IR-87Ts с MW826ST,[],[],144 045,Интерактивные доски и аксессуары
https://market.yandex.ru/product--classic-solution-cs-ir-87ts-s-um301xg-wk/1448124645?nid=26960430&show-uid=16535755427855196172416025&context=search&sku=101460115986&cpc=IiVtUHtrUW2V6A9swkmMtq5xoc7NdWBumLFkqx65YVTIUvozO2Shy5s40PgPo1I3wlwrm0ZDXK8biQZP22ahqrvxYFGD3Vp-8tPcFx0DvD_Bcctyblbt1zvUJJxBS7P9qCQ5aO4cVS_zadEqgSet7GSVL4dsQ8vEhlLNiFvz7LekmrKotMYFgw%2C%2C&do-waremd5=HGqoqsYJZZMw-zjnQK-CKA,Classic Solution CS-IR-87Ts с UM301XG-WK,[],[],200 475,Интерактивные доски и аксессуары
https://market.yandex.ru/product--classic-solution-cs-ir-85ten-s-cs-ir-85ten/1450860935?nid=26960430&show-uid=16535755427855196172416026&context=search&sku=101465137054&cpc=IiVtUHtrUW1jeZy5-72uoF3xidHRDoL9q3aU1nWp8v_SF7oWXw-YlWhw29h_wmlstALh7H1wrrTOXVsia0tawzW2pvvaNudGBPsk6zJ2pgeNZKvI6sShytqlxpv9RegIV-U6l6xJ6i1j0eQJfzggX5KKCG4GXnt40bSlaifHF8SNf3HuBTCjtQ%2C%2C&do-waremd5=EvaWjaQWIn7MWp_7Ubgk4Q,Classic Solution CS-IR-85ten с CS-IR-85ten,[],[],144 045,Интерактивные доски и аксессуары
https://market.yandex.ru/product--smart-interaktivnaia-doska-smart-board-sbx885/1736737563?nid=26960430&show-uid=16535755427855196172416027&context=search&sku=101569684649&cpc=IiVtUHtrUW02o2Zl4AcBcCr5EYY1-q5EgGEngz5rKUv6Tw-fzszjLHMD7J6a4gjG-oROnsTMCDGet1cfOyF_gRiYRvo9Wa6x2cvZssrCttBDKNNH3oeNouAxAFPidFjofmQ_OAzPhjlivP-5l4CmhJc5Pa9LhV_zqmzKa8SIOd2YaJQS2D9oxQ%2C%2C&do-waremd5=LbRJSA468v83m1TB5dBi3w,SMART Интерактивная доска Smart Board SBX885,[],[],205 200,Интерактивные доски и аксессуары
https://market.yandex.ru/product--classic-solution-cs-ir-85tens-benq-mx825st/1450864442?nid=26960430&show-uid=16535755427855196172416028&context=search&sku=101465140956&cpc=IiVtUHtrUW3hDWVp1DT_qyjqCV10I9lf1GuVjiV5hLjKJdsmWFe9XEe_TMj0gyCBKtcgoDgv6xuq1tM3QA8fxguLd1EJX4PUYi8964RzPoEJYpy0YS4h1zEtPzsFp4J7iS6Ca2JoPRrMArcb9IO4buVMRNbK4WhaH9oeQye-Q6nYBjs3V_cdSg%2C%2C&do-waremd5=bzT8N_xWf7jGKfEPbTswxg,Classic Solution CS-IR-85tenс Benq MX825ST,[],[],163 350,Интерактивные доски и аксессуары
https://market.yandex.ru/product--classic-solution-cs-ir-87ts-s-benq-mx825st/1450860939?nid=26960430&show-uid=16535755427855196172416029&context=search&sku=101465137058&cpc=IiVtUHtrUW2NRjiOrHZ1ownbgvXPoeFmoxBcVCGOwdxB30zLELd8xQs2nKU4J5pi-wt-b7itJjoHON1t1dGzGkjZjGANbVo4FpmTrC7K-s3EkcJIAQmzkm-kqL38kLIIgLv32hhUrXTtXx-zy_xwVFnbN6xM-g8QL5KVELDRzHstoqfYsbuBGw%2C%2C&do-waremd5=dKUvVqJYXcF3ShSvR95QnA,Classic Solution CS-IR-87Ts с Benq MX825ST,[],[],144 045,Интерактивные доски и аксессуары
https://market.yandex.ru/product--classic-solution-interaktivnaia-doska-db-75-ind-h03-s-ps501x/1450860844?nid=26960430&show-uid=16535755427855196172416030&context=search&sku=101465136963&cpc=IiVtUHtrUW2g66A7RfirJRbYoSNFk1RgBbsx8usD7p6XchX8Ths8AqcPJ7mBbB-fOp7_BbKdlrkPS3K_TYEyFV4GCPGb2LnayiqeQUzj8UdYssPWADrpXQEfXAXUFBG-yCaJGoAFd0-69n7_C0nSOxdsejfGeqYPIzaNmxh0d_CiL_5oX1biwQ%2C%2C&do-waremd5=U7YHLyS_p0QIh4ReYA0Kkg,Classic Solution Интерактивная доска DB-75 IND-H03 с PS501X,[],[],144 104,Интерактивные доски и аксессуары
https://market.yandex.ru/product--classic-solution-dual-touch-v83-s-benq-mx822st/1448119873?nid=26960430&show-uid=16535755427855196172416031&context=search&sku=101460111308&cpc=IiVtUHtrUW0I6dCTRR9S4ZGg3FHT9KCF_TDpfNxDaPhFcqAteSxuBUn9lRDcApsw53-uGlncOpxPohNk6F8Adj_-Kn1ULa-kl6g-Oyfa5rva7MSFrJ5t9XQP3upKr5fGX179o7HSjGCTK4zgaZPFUWa7JvFKT26HLa0LTnNdmsyhGdTmhmqyGA%2C%2C&do-waremd5=8c0kgcRz7Ipbyc8DOzVyTw,Classic Solution Dual Touch V83 с Benq MX822ST,[],[],144 045,Интерактивные доски и аксессуары
https://market.yandex.ru/product--iqboard-interaktivnaia-doska-iqboard-dvt-tn087/1448119911?nid=26960430&show-uid=16535755427855196172416032&context=search&sku=101460111352&cpc=IiVtUHtrUW3J8oy3DKvuPxHZ8TlGsVLEJdJCr22-9z5sTuWMyuvb1rO5rhGcYDYmh2_eB7dKz1wJPxqrrLnTfaxPHu3Z29BFmOkhp-_F7b9yQBbOyYzkCsCIQpZ4cnyKnIljAEOKQEnHLt-0ZhWLfWDjuh-e2XxBN0c12y2T6VrBaY16xgDgdA%2C%2C&do-waremd5=t-YzlQUtq5Vk_ZP5EWnxfQ,IQBoard Интерактивная доска IQBoard DVT TN087,[],[],43 204,Интерактивные доски и аксессуары
https://market.yandex.ru/product--triumph-board-interaktivnaia-doska-triumph-board-78-multi-touch10/101699215129?nid=26960430&show-uid=16535755426083895441516033&context=search&sku=101699215129&cpc=IiVtUHtrUW3XDJY2_FUGpHzzL5uoCtvlF_wBjsheMzM330fOfI5cSoVr4nXbEzp79kurhZY9FyuCx4HbRpjNF1G2s4EYjtnUXNy5jjKE1hOhxQpvOJAdPI5yEisLnyEqK9KjugAN2FbSRTvgQvCZ6IQM2gvowu8YkrQkftZtTuH_hR1tpBDGZQ%2C%2C&do-waremd5=F8K22Z8frAyEU12yLfJXqA,"Triumph Board Интерактивная доска TRIUMPH BOARD 78"" MULTI Touch10",[],[],57 544,Интерактивные доски и аксессуары
https://market.yandex.ru/product--donview-interaktivnaia-doska-donview-db-90-ind-h03/101723507388?nid=26960430&show-uid=16535755426083895441516034&context=search&sku=101723507388&cpc=IiVtUHtrUW3BS1EwMMS5NGl_PnBeZLyY04P4Uc7rjREOGTOj4sfDPTseFX3B7bHE0Sc_71j5kj0ywJQIkNIhstUcKaIs2avUOAm4AEo2patPdH3mhyVK2HqPNFJdS8JHQ6Ac5rKgxH6TW0XS5HZr9t3lxBXCT3ZPCBfsAORGbmEcBYpsS4HgiQ%2C%2C&do-waremd5=Hme_Bv9Aj3gcFpfo7I-3tQ,Donview Интерактивная доска Donview DB-90 IND-H03,[],[],64 800,Интерактивные доски и аксессуары
https://market.yandex.ru/product--donview-iqboard-dvt-tn087-s-infocus-in114bbst/101666676864?nid=26960430&show-uid=16535755426083895441516035&context=search&sku=101666676864&cpc=IiVtUHtrUW3cMwsEG_jZc01IwqkqQq1W6x2RQTAekmPe_KabRY6MnrCyoy0i0WyziClv0xhN_3u_ZDLdyUeTOh9SN1xQK7AhzLwdVSNchlP2OKsWMUakTlrtWSHnvvoCJl9KiRpqKucLx7WkuHsc8jl_hutMLK2PlZ8LQPyxx6AzG0ChdPWIyQ%2C%2C&do-waremd5=iL1FvcHGhFyknmGT4oKxrA,Donview IQBoard DVT TN087 с Infocus IN114BBST,[],[],265 015,Интерактивные доски и аксессуары
https://market.yandex.ru/product--iqboard-interaktivnaia-doska-iqboard-dvt-tn082/101708810275?nid=26960430&show-uid=16535755426083895441516036&context=search&sku=101708810275&cpc=IiVtUHtrUW145C6pQhTI3Ww2nBeqii6D3JqoqysSC3vYol87dnlo4BCXPFlLSIG7GpQpRaBBYYXz82sUdrTacgJePYqo3K1OZfgBAGH2931sFh6ovfXKiRJEIgPEMZu4zDhrRr9HBmT6MPpFKxWqjAZYa17ycUQEHDo5WDelR1NYaJBDcg1b0A%2C%2C&do-waremd5=96B-ATgDWypYkv4xCsmPig,IQBoard Интерактивная доска IQBoard DVT TN082,[],[],56 808,Интерактивные доски и аксессуары
https://market.yandex.ru/product--smart-interaktivnaia-doska-smart-board-sbm680iv6s-s-vivitek-dh772ust/101569684648?nid=26960430&show-uid=16535755426083895441516037&context=search&sku=101569684648&cpc=IiVtUHtrUW0N1f_rtx4kaHMUbh1BtJez87Fs0glXOF4kfELtEU5BnDGIIoF_5Xtb5wRokmDKGEknk1h_mxt3EbXc_R-N_KjyoyipRpMYTBUufl_tbGkLNaffSQNMgcM3VSmvnn1pONRiKgjwVln5yBFZu2X5HPveX04pYH1xLKDNVPOOgKCgTg%2C%2C&do-waremd5=XNVVHh3Ma7QNavq0kfLWbw,SMART Интерактивная доска Smart Board SBM680iv6S с Vivitek DH772UST,[],[],320 998,Интерактивные доски и аксессуары
https://market.yandex.ru/product--donview-interaktivnaia-doska-donview-di-82ind-zh03pa/101723507386?nid=26960430&show-uid=16535755426083895441516038&context=search&sku=101723507386&cpc=IiVtUHtrUW1V8vWjvgQQj4TLbcK02qBYoWH-zvJGqoslCD3KCGOlYicxa2YCxvPeq84jNNVNixdiyrdSeAwaG6iEICE9IbhDARZgBvQjWVYY4ctAERJ1rshboSwzHpg3vsUiSJAp_e3rXYtlK8ZpM71rfKMz5fpXR9uXycgBkSwsrrfO8tfIGw%2C%2C&do-waremd5=PucgXGelYLuc_Ti2siolPw,Donview Интерактивная доска Donview DI-82IND-ZH03PA,[],[],259 200,Интерактивные доски и аксессуары
https://market.yandex.ru/product--smart-interaktivnaia-doska-smart-board-x880-bez-proektora/101569684636?nid=26960430&show-uid=16535755426083895441516039&context=search&sku=101569684636&cpc=IiVtUHtrUW13nWgApPVXUVIe2qmEesCRDhs4WinHFXAjX0kc4xDgJgTY6f6-hW_Liacssno0YbZ8YwN4QyyF2S8KE4VRgNdfvx0o8zRbxU54rHDlq-mek3A-BIh-S9mjfDgRz0YuhkOsIg1wZOViORWWBdE5epbiQDzxfs_YddbG5OGY32R0EA%2C%2C&do-waremd5=RdYCgfOLWvNpr2R35AT5ww,SMART Интерактивная доска SMART Board X880 без проектора,[],[],301 990,Интерактивные доски и аксессуары
https://market.yandex.ru/product--donview-interaktivnaia-doska-donview-di-116iwd-zh03pa/101723507383?nid=26960430&show-uid=16535755426083895441516040&context=search&sku=101723507383&cpc=IiVtUHtrUW1P3pXlmCaF8CmDcB48YuyLLMYP1m8RfFFyZtyZBC6Jnkcf5TPfgMhFJWUsJIZonUoefZufaO1C7d38PXmcpksLDbnxlXautn-Qf0NRVLItDO9QtKfmHJO6xgelOzBtXA82S1It53PgXmav4iI21-KcjAwzspwRAhbvAhc5QaYCcw%2C%2C&do-waremd5=vGyjnzZUxWQwl9GFzzgoCw,Donview Интерактивная доска Donview DI-116IWD-ZH03PA,[],[],344 520,Интерактивные доски и аксессуары
https://market.yandex.ru/product--donview-interaktivnaia-doska-donview-db-82-ind-h03-db-82ind-h03/101747034111?nid=26960430&show-uid=16535755426083895441516041&context=search&sku=101747034111&cpc=IiVtUHtrUW0jkphvH37W2wENGoYYllOEZeV5EBvB5S79wQsWkKRt3SMy2zQuWZUYoEJbZixBI-UqMypcnYnzKff5Uo7xH_CPM41C9hR_ZIKccBoIRY0WNhJ55sKync5geebRgSgC4S6JhdY9SY3AP7Aj6GK1qillXZonglQ0gLoS8OIbZsbh_g%2C%2C&do-waremd5=_Td_Zd6Octg17uzS6ynYdQ,Donview Интерактивная доска Donview DB-82 IND-H03 (DB-82IND-H03),[],[],37 800,Интерактивные доски и аксессуары
https://market.yandex.ru/product--smart-board-sbm685-s-proektorom-smart-v12/101569684635?nid=26960430&show-uid=16535755426083895441516042&context=search&sku=101569684635&cpc=IiVtUHtrUW3Nn_q7LoF71vScBgYkPaaR-qKjV0mDcdyDxHYBwcScYDvMdgdE7TxZ7f1NuhkllX62eEVozUDhyXkBx9Sz7n5DOd4jdH7Yvp2roR2z6pQTGrdEKlpUyKLMAvI4kMMRWqV8RM-A-ssjWD1b0ALiDczGJvGpu5ahXWKKXoJa-RloEg%2C%2C&do-waremd5=t1VHUxLui8lz5niJl0OBeg,Smart Board SBM685 с проектором SMART V12,[],[],175 943,Интерактивные доски и аксессуары
https://market.yandex.ru/product--iqboard-interaktivnaia-doska-iqboard-dvt-tn092/101708810274?nid=26960430&show-uid=16535755426083895441516043&context=search&sku=101708810274&cpc=IiVtUHtrUW09jpRRDE_evgAxedavBKvfp9L4LVrbfkxL8U-T8J9VjCGwDvZ5horkMnC-cqcR-Kbh5uBEB_u2AZErnjo4Jku99Tx0qynputx2YuRzlD-Y8E0cFwRhfVTZ6C1y8bLNcbX5LjcjNlFGn8yR4DJ9AG4LN0y43FtTTvwo4hq-y5uDJQ%2C%2C&do-waremd5=UGkWXoAOJ-33DKeqR1Qedg,IQBoard Интерактивная доска IQBoard DVT TN092,[],[],80 784,Интерактивные доски и аксессуары
https://market.yandex.ru/product--smart-interaktivnaia-doska-smart-board-x885/101569684662?nid=26960430&show-uid=16535755426083895441516044&context=search&sku=101569684662&cpc=IiVtUHtrUW0mIAE-QG7FIEYCvcj6aNwTJ6bYvnEA0e_NFPlvqod0HYU8YJSAZFqFIv9VMwQhCgdBNorJWQAn6ud9zrv7Qms1u91g86dnrHi6-H6b0_6475-6Z2o1_VoxnUskltpwp_rk9p6ew0OIah1YIka-udzfKEmmTGIc3fpW401XbgVlLg%2C%2C&do-waremd5=3adBtEpc6J-GErqbGxc0OQ,SMART Интерактивная доска SMART Board X885,[],[],368 280,Интерактивные доски и аксессуары
https://market.yandex.ru/product--donview-interaktivnaia-doska-donview-db-100iwd-h03-ii/101723507387?nid=26960430&show-uid=16535755426083895441516045&context=search&sku=101723507387&cpc=IiVtUHtrUW3-xPYRO1m-Vy-OYGPCEXYfoILSwlzWCWu536HSC6iF_dOQ006yPqbeC9_C8XnFQATHf5o66zH9W1iqaFHa2Quq4XTyMJumjZU0mCFWuNYpDYcSWc3ZSKiSLpBvIeSaZHticIrTjxzF6Es7OQ4wA_Ltds6QoiRX_3iJ56TVB_Pxog%2C%2C&do-waremd5=tVYMhfN_pBVdSum_rHNnaw,Donview Интерактивная доска Donview DB-100IWD-H03(II),[],[],118 800,Интерактивные доски и аксессуары
https://market.yandex.ru/product--iqboard-interaktivnaia-doska-iqboard-dvt-tn100-10-kasanii/774385342?nid=26960430&show-uid=16535755589421253521416001&context=search,IQBoard Интерактивная доска IQBoard DVT TN100 (10 касаний),[],[],,Интерактивные доски и аксессуары
https://market.yandex.ru/product--interaktivnaia-doska-smart-sb480/708810016?nid=26960430&show-uid=16535755589421253521416002&context=search,Интерактивная доска SMART SB480,[],"[{'тип': ' доска'}, {'тип доски': ' пассивная'}, {'технология сенсора': ' резистивная'}]",,Интерактивные доски и аксессуары
https://market.yandex.ru/product--interaktivnaia-doska-smart-technologies-smart-board-sbm680-proektor-smart-v30-kreplenie-dsm-14kw-sbm680iv4/951941988?nid=26960430&show-uid=16535755589421253521416003&context=search,Интерактивная доска SMART Technologies SMART Board SBM680 + Проектор SMART V30 + Крепление DSM-14Kw SBM680iv4,[],[],,Интерактивные доски и аксессуары
https://market.yandex.ru/product--interaktivnaia-doska-donview-di-82ind-zh03pa/951894447?nid=26960430&show-uid=16535755589421253521416004&context=search,Интерактивная доска Donview DI-82IND-ZH03PA,[],[],,Интерактивные доски и аксессуары
https://market.yandex.ru/product--interaktivnaia-doska-iqboard-dvt-tn087/952569541?nid=26960430&show-uid=16535755589421253521416005&context=search,Интерактивная доска IQBoard DVT TN087,[],[],,Интерактивные доски и аксессуары
https://market.yandex.ru/product--interaktivnaia-doska-classic-solution-cs-va83g/952568209?nid=26960430&show-uid=16535755589421253521416006&context=search,Интерактивная доска Classic Solution CS-VA83g,[],[],,Интерактивные доски и аксессуары
https://market.yandex.ru/product--interaktivnaia-doska-60-iqboard-dvt-tn060-opticheskaia-118kh84-sm-4-3-usb-10-kasanii-iqbdvttn060/774384367?nid=26960430&show-uid=16535755589421253521416007&context=search,"Интерактивная доска 60"" IQBOARD DVT TN060, оптическая, 118х84 см, 4:3, USB, 10 касаний, IQBDVTTN060",[],[],,Интерактивные доски и аксессуары
https://market.yandex.ru/product--interaktivnaia-doska-iqboard-dvt-tn092/951951219?nid=26960430&show-uid=16535755589421253521416008&context=search,Интерактивная доска IQBoard DVT TN092,[],[],,Интерактивные доски и аксессуары
https://market.yandex.ru/product--gobo-proektor-gs-50-st-dlia-reklamy-navigatsii-i-dizaina-statichnyi-model-2021-goda-tsvet-svecheniia-kholodnyi-svet-tsvetovaia-temperatura-7500-k/1485364000?nid=26960490&show-uid=16535756132918119604216001&context=search&sku=101510498537&cpc=OWKsuyiQBaSwQgXigBO6MatVpGpomMJu9l7fvSMV8lTdLZWo0egPvvJ7mRKGTE0TeA09e9GvuSngE5NjLAV4N83_et5ds93wlhFqDQUnvuDHAAmTEJWAtNDNqhror4zs-t8CSV9w8hdWUjqC0EtYQqqqzHjuN-OuBWZls2WffmZPhxy9GvL3EA%2C%2C&do-waremd5=Q_uAxrVtDLSBxwmzCi6V7A,"Гобо проектор GS-50 st для рекламы, навигации и дизайна. Статичный, модель 2021 года, Цвет свечения: холодный свет Цветовая температура: 7500 К.",[],[{'тип': ' слайд-проектор'}],17 000,Оверхед и слайд-проекторы
https://market.yandex.ru/product--gobo-proektor-ulichnyi-smartlight-mh-200sw-200vt-ip65-statichnyi/949652037?nid=26960490&show-uid=16535756132918119604216002&context=search&sku=101309026785&cpc=bQy9YKCgfHuS4LBZC9Kdy83i_Pv61OcT7_PDAHGdsouCAQqSyqjG4LsBaabQ_UlEi6yEo-hkaUOzaVwqUfGsK0cNvkVYgSVMb6Cs5Y3MFETMNR1rVHWESLx3Da4KHuuUyn7hKUa-NUX-u73n_1aBU1I6pVlkBUEqk836RRiavQEM6ewj2OIpfSAg_0LAZuyNDaHUYd5CvoM%2C&do-waremd5=Ir23cf7WKOzN6DyFzRMXXA&sponsored=1,"Гобо-проектор уличный SmartLight ""MH-200SW"" 200Вт IP65 статичный",[],[],70 000,Оверхед и слайд-проекторы
https://market.yandex.ru/product--smartlight-gobo-proektor-ulichnyi-smartlight-nr-35w4-35vt-ip65-so-smennymi-slaidami-4-sht/1395433805?nid=26960490&show-uid=16535756132918119604216003&context=search&sku=101381630582&cpc=FN4JGxbvfVhjCIYqb3ldJRY1RmciH-C5yWabhsZNtktByvbf17dIIlkm5gkRCNVJmA4LnMCSiNqB4889XGkw6KzrZMJ5M4zsrfrhM-2bAj0cFVfFOoMNTUXmt8TrzLwvd0MAZpZqLUD_5CVI2QjjhfJYXZaaCjACG4qwl3-I__uVShDyZ2dC4GD-xx2_0I77wbV1WCo1T3Q%2C&do-waremd5=ZJMbsIUYIivWU0YuU0dIjA&sponsored=1,"SmartLight Гобо-проектор уличный SmartLight ""NR-35W4"" 35Вт IP65 со сменными слайдами (4 шт",[],[],40 000,Оверхед и слайд-проекторы
https://market.yandex.ru/product--gobo-proektor-dlia-pomeshchenii-smartlight-mh-50d-50vt-s-funktsiei-vrashcheniia/949494210?nid=26960490&show-uid=16535756132918119604216004&context=search&sku=101308788681&cpc=R5DZ8ifhlRrxcxSuNWHvf070c7CKrKcpQbX6zmXENnfO43r2weYkOYroRHtkDvBTG8Z4y8REIPELJq6XkM-RLiAHYsQ9z-Rz10bU_j0DlT6OOMsiXJaIAhBpEGAF1nkRf_UqXe2c5nEV9XitC_CV8dIFlIGceDytfEaWegQPGGHzskeRB4aGWiGK-Uv8Rr6L&do-waremd5=IzAEI3gVzKZFADtfRosdKA,"Гобо-проектор для помещений SmartLight ""MH-50D"" 50Вт с функцией вращения",[],[],15 000,Оверхед и слайд-проекторы
https://market.yandex.ru/product--igp-s5/1699913765?nid=26960490&show-uid=16535756132918119604216005&context=search&sku=101505057609&cpc=a-CbZnAzanlJLpcyT3L2s9IevPmsMXMeAwC4wgABEKI7F735Jv9qpEPL-KWMolczfIuiW_xa1COz45td1C-lSOl-MGKTZNqFjOWgA-R9SJ69cwR8L4JgfvtrCl-t7z5ZlvV4lnnv9alZ-L91o8rqfXSbN-Bz5PWZVlOJC9dbhiSM5q1oTzsD1Y1zi1ANp0gh&do-waremd5=t5PIVd-rYR5rh7Lukao8Og,"Гобопроектор Igp S-5. Для рекламы, навигации и дизайна мощностью - 55Вт. Вращающийся, всесезонный IP 67, диапазон рабочих температур от -40 до 50.",[],[{'тип': ' слайд-проектор'}],21 000,Оверхед и слайд-проекторы
https://market.yandex.ru/product--golograficheskii-ventiliator-iarche-sveta-fixed-22-56-sm-dlia-naruzhnoi-reklamy-s-wifi-displei-42-sm-672-led-chernyi/767546034?nid=26960490&show-uid=16535756132918119604216006&context=search&sku=101116803778&cpc=mE1zyAqrrbN_VbWmU5aWkuZsNpGH8DC7k--GyPC77n4YG0W3VRjABdAtPxDOc6MwWeFKAvhs1GYKNE1_bePsimTUv0KXMqzvToZNiiFygQQjbSWoMpUC786Lfe4RnsQQrnFrOL2zTkJMYZJnfgCe2LEuMT6Z-Ua21TKg70jybc75Fzyk2GvbLTZtOF_F5cAYw2_cY-npxQk%2C&do-waremd5=wY-QivuMuctZWt-MZQIT8w&sponsored=1,"Голографический вентилятор Ярче Света Fixed 22 (56 см) для наружной рекламы с WiFi (дисплей 42 см, 672 LED) (Черный)",[],[],38 900,Оверхед и слайд-проекторы
https://market.yandex.ru/product--gobo-proektor-dlia-pomeshchenii-smartlight-mh-50s-50vt-statichnyi/949514402?nid=26960490&show-uid=16535756132918119604216007&context=search&sku=101308947384&cpc=n9X1z-S38AfszuYe_GvDyYTgBIwY6xL-VRnkI3Xo481cKcQQTYXpXhSXcA2XwZGlJ0ZjZ_aYDMo3h8hA1vQm_8hI1KoP646pXj6FHDjHIzCR50NOiIMxy6zzlQncfQmfiLlxm85L2JpxFYtL0gUzeE6DZZ6Zs2XGrfqNiWMrwkGXGOQXkw28cljLki9IQw0s&do-waremd5=SmPrUBO20xacRYGZ5-nuQA&sponsored=1,"Гобо-проектор для помещений SmartLight ""MH-50S"" 50Вт статичный",[],[],13 500,Оверхед и слайд-проекторы
